# Revision-53 Sharkbite client-scope disposition manifest.
# Matrix: docs/sharkbite-compatibility.md revision 53.
# Sharkbite source: phrocker/sharkbite@7f2625f74331b0cd4a75dc0484949c40f1409686.
# Shoal source: phrocker/shoal-oss@e1fe2628ff59c71fc776cca53e405a48dfcaa4a8.
# Policy: docs/sharkbite-client-scope.md.
# Columns: ROW-ID<TAB>DISPOSITION<TAB>RULE<TAB>PINNED-MATRIX-STATUS.
# Entries are in matrix order; validator rules, not aggregate counts, authorize dispositions.

SB-DATA-032	Covered	core-covered	Covered
SB-DATA-033	Covered	core-covered	Covered
SB-DATA-074	Covered	core-covered	Covered
SB-DATA-034	Covered	core-covered	Covered
SB-DATA-035	Covered	core-covered	Covered
SB-DATA-036	Covered	core-covered	Covered
SB-DATA-037	Covered	core-covered	Covered
SB-DATA-038	Covered	core-covered	Covered
SB-DATA-039	Covered	core-covered	Covered
SB-DATA-040	Covered	core-covered	Covered
SB-DATA-041	Covered	core-covered	Covered
SB-DATA-042	Covered	core-covered	Covered
SB-DATA-043	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-044	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-045	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-046	Covered	core-covered	Covered
SB-DATA-047	Covered	core-covered	Covered
SB-DATA-048	Covered	core-covered	Covered
SB-DATA-049	Covered	core-covered	Covered
SB-DATA-050	Covered	core-covered	Covered
SB-DATA-051	Covered	core-covered	Covered
SB-DATA-052	Covered	core-covered	Covered
SB-DATA-053	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-075	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-054	Covered	core-covered	Covered
SB-DATA-055	Covered	core-covered	Covered
SB-DATA-056	Covered	core-covered	Covered
SB-DATA-057	Covered	core-covered	Covered
SB-DATA-069	Covered	core-covered	Covered
SB-DATA-058	Covered	core-covered	Covered
SB-DATA-070	Covered	core-covered	Covered
SB-DATA-059	Covered	core-covered	Covered
SB-DATA-071	Covered	core-covered	Covered
SB-DATA-060	Not required	not-required-rationale	Not required (rationale required)
SB-DATA-061	Covered	core-covered	Covered
SB-DATA-062	Covered	core-covered	Covered
SB-DATA-063	Covered	core-covered	Covered
SB-DATA-064	Covered	core-covered	Covered
SB-DATA-065	Covered	core-covered	Covered
SB-DATA-066	Covered	core-covered	Covered
SB-DATA-067	Covered	core-covered	Covered
SB-DATA-068	Covered	core-covered	Covered
SB-SCAN-001	Covered	core-covered	Covered
SB-SCAN-002	Covered	core-covered	Covered
SB-SCAN-003	Covered	core-covered	Covered
SB-SCAN-004	Covered	core-covered	Covered
SB-SCAN-005	Covered	core-covered	Covered
SB-SCAN-006	Covered	core-covered	Covered
SB-SCAN-007	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-008	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-009	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-010	Covered	core-covered	Covered
SB-SCAN-011	Covered	core-covered	Covered
SB-SCAN-028	Covered	core-covered	Covered
SB-SCAN-012	Covered	core-covered	Covered
SB-SCAN-013	Not required	not-required-rationale	Not required (rationale required)
SB-SCAN-014	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-015	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-016	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-SCAN-017	Covered	core-covered	Covered
SB-SCAN-018	Covered	core-covered	Covered
SB-SCAN-019	Covered	core-covered	Covered
SB-SCAN-020	Covered	core-covered	Covered
SB-SCAN-021	Covered	core-covered	Covered
SB-SCAN-022	Required gap	core-required-gap	Behavior mismatch
SB-SCAN-023	Not required	not-required-rationale	Not required (rationale required)
SB-SCAN-024	Covered	core-covered	Covered
SB-SCAN-025	Not required	not-required-rationale	Not required (rationale required)
SB-SCAN-026	Required gap	core-required-gap	Behavior mismatch
SB-SCAN-027	Not required	not-required-rationale	Not required (rationale required)
SB-TORCH-001	Optional	optional-python-extra	Missing C ABI
SB-TORCH-002	Optional	optional-python-extra	Missing C ABI
SB-TORCH-003	Optional	optional-python-extra	Missing C ABI
SB-TORCH-004	Optional	optional-python-extra	Missing C ABI
SB-TORCH-005	Optional	optional-python-extra	Missing C ABI
SB-TORCH-006	Optional	optional-python-extra	Missing C ABI
SB-TORCH-007	Optional	optional-python-extra	Missing C ABI
SB-TORCH-008	Optional	optional-python-extra	Missing C ABI
SB-TORCH-009	Optional	optional-python-extra	Missing C ABI
SB-PANDA-001	Optional	optional-python-extra	Missing C ABI
SB-PANDA-002	Optional	optional-python-extra	Missing C ABI
SB-PANDA-003	Optional	optional-python-extra	Missing C ABI
SB-PANDA-004	Optional	optional-python-extra	Missing C ABI
SB-PANDA-005	Optional	optional-python-extra	Missing C ABI
SB-PANDA-006	Optional	optional-python-extra	Missing C ABI
SB-PANDA-007	Optional	optional-python-extra	Missing C ABI
SB-PANDA-008	Optional	optional-python-extra	Not required (rationale required)
SB-PANDA-009	Optional	optional-python-extra	Missing C ABI
SB-PANDA-010	Optional	optional-python-extra	Missing C ABI
SB-PANDA-011	Optional	optional-python-extra	Missing C ABI
SB-PANDA-012	Optional	optional-python-extra	Missing C ABI
SB-PANDA-013	Optional	optional-python-extra	Missing C ABI
SB-PANDA-014	Optional	optional-python-extra	Missing C ABI
SB-PANDA-015	Optional	optional-python-extra	Missing C ABI
SB-PANDA-016	Optional	optional-python-extra	Missing C ABI
SB-PANDA-017	Optional	optional-python-extra	Missing C ABI
SB-PANDA-018	Optional	optional-python-extra	Missing C ABI
SB-PANDA-019	Optional	optional-python-extra	Missing C ABI
SB-PANDA-020	Optional	optional-python-extra	Missing C ABI
SB-PANDA-021	Optional	optional-python-extra	Missing C ABI
SB-WRITE-001	Covered	core-covered	Covered
SB-WRITE-002	Covered	core-covered	Covered
SB-WRITE-003	Covered	core-covered	Covered
SB-WRITE-004	Covered	core-covered	Covered
SB-WRITE-005	Covered	core-covered	Covered
SB-WRITE-023	Covered	core-covered	Covered
SB-WRITE-006	Covered	core-covered	Covered
SB-WRITE-007	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-008	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-009	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-010	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-WRITE-011	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-012	Covered	core-covered	Covered
SB-WRITE-013	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-014	Covered	core-covered	Covered
SB-WRITE-015	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-016	Covered	core-covered	Covered
SB-WRITE-017	Covered	core-covered	Covered
SB-WRITE-018	Covered	core-covered	Covered
SB-WRITE-019	Covered	core-covered	Covered
SB-WRITE-020	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-021	Not required	not-required-rationale	Not required (rationale required)
SB-WRITE-022	Not required	not-required-rationale	Not required (rationale required)
SB-BASE-001	Covered	core-covered	Covered
SB-BASE-002	Covered	core-covered	Covered
SB-BASE-003	Covered	core-covered	Covered
SB-BASE-004	Covered	core-covered	Covered
SB-BASE-005	Covered	core-covered	Covered
SB-BASE-006	Covered	core-covered	Covered
SB-BASE-007	Covered	core-covered	Covered
SB-BASE-008	Covered	core-covered	Covered
SB-BASE-009	Covered	core-covered	Covered
SB-BASE-010	Not required	not-required-rationale	Not required (rationale required)
SB-BASE-011	Covered	core-covered	Covered
SB-BASE-012	Covered	core-covered	Covered
SB-BASE-013	Covered	core-covered	Covered
SB-BASE-014	Covered	core-covered	Covered
SB-BASE-015	Not required	not-required-rationale	Not required (rationale required)
SB-BASE-016	Covered	core-covered	Covered
SB-BASE-017	Covered	core-covered	Covered
SB-BASE-018	Covered	core-covered	Covered
SB-BASE-019	Covered	core-covered	Covered
SB-BASE-020	Covered	core-covered	Covered
SB-TABLE-001	Covered	core-covered	Covered
SB-TABLE-002	Covered	core-covered	Covered
SB-TABLE-003	Covered	core-covered	Covered
SB-TABLE-004	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-005	Covered	core-covered	Covered
SB-TABLE-006	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-TABLE-007	Covered	core-covered	Covered
SB-TABLE-008	Covered	core-covered	Covered
SB-TABLE-009	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-010	Covered	core-covered	Covered
SB-TABLE-011	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-012	Covered	core-covered	Covered
SB-TABLE-013	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-TABLE-014	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-015	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-016	Covered	core-covered	Covered
SB-TABLE-017	Covered	core-covered	Covered
SB-TABLE-018	Covered	core-covered	Covered
SB-TABLE-019	Covered	core-covered	Covered
SB-TABLE-020	Not required	not-required-rationale	Not required (rationale required)
SB-TABLE-021	Covered	core-covered	Covered
SB-TABLE-022	Covered	core-covered	Covered
SB-NS-001	Covered	core-covered	Covered
SB-NS-002	Covered	core-covered	Covered
SB-NS-003	Covered	core-covered	Covered
SB-NS-004	Covered	core-covered	Covered
SB-NS-005	Covered	core-covered	Covered
SB-NS-006	Covered	core-covered	Covered
SB-NS-007	Covered	core-covered	Covered
SB-NS-008	Covered	core-covered	Covered
SB-SEC-001	Covered	core-covered	Covered
SB-SEC-002	Covered	core-covered	Covered
SB-SEC-003	Covered	core-covered	Covered
SB-SEC-004	Covered	core-covered	Covered
SB-SEC-005	Covered	core-covered	Covered
SB-SEC-006	Covered	core-covered	Covered
SB-SEC-007	Covered	core-covered	Covered
SB-SEC-008	Covered	core-covered	Covered
SB-SEC-009	Covered	core-covered	Covered
SB-SEC-010	Covered	core-covered	Covered
SB-SEC-011	Covered	core-covered	Covered
SB-SEC-012	Covered	core-covered	Covered
SB-SEC-013	Covered	core-covered	Covered
SB-SEC-014	Covered	core-covered	Covered
SB-SEC-015	Covered	core-covered	Covered
SB-SEC-016	Covered	core-covered	Covered
SB-SEC-017	Covered	core-covered	Covered
SB-SEC-018	Covered	core-covered	Covered
SB-SEC-019	Not required	not-required-rationale	Not required (rationale required)
SB-STAT-001	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-054	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-002	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-055	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-003	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-056	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-004	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-057	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-005	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-058	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-006	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-059	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-007	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-060	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-008	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-061	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-009	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-062	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-010	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-063	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-011	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-064	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-012	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-065	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-013	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-066	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-014	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-067	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-015	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-068	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-016	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-069	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-017	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-070	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-018	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-071	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-019	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-072	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-020	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-073	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-021	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-074	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-022	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-075	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-023	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-076	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-024	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-077	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-025	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-078	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-026	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-079	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-027	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-039	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-040	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-041	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-042	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-028	Not required	not-required-rationale	Not required (rationale required)
SB-STAT-043	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-029	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-080	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-030	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-081	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-031	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-082	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-032	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-083	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-033	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-084	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-034	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-044	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-045	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-046	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-047	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-048	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-035	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-049	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-050	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-051	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-052	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-053	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-036	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-037	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-STAT-038	Required gap	core-required-gap	Missing Go
SB-RFILE-001	Covered	core-covered	Covered
SB-RFILE-002	Covered	core-covered	Covered
SB-RFILE-003	Covered	core-covered	Covered
SB-RFILE-004	Covered	core-covered	Covered
SB-RFILE-005	Covered	core-covered	Covered
SB-RFILE-006	Covered	core-covered	Covered
SB-RFILE-007	Covered	core-covered	Covered
SB-RFILE-008	Covered	core-covered	Covered
SB-RFILE-009	Covered	core-covered	Covered
SB-RFILE-010	Covered	core-covered	Covered
SB-RFILE-011	Covered	core-covered	Covered
SB-RFILE-012	Covered	core-covered	Covered
SB-RFILE-013	Covered	core-covered	Covered
SB-RFILE-014	Covered	core-covered	Covered
SB-RFILE-025	Covered	core-covered	Covered
SB-RFILE-026	Covered	core-covered	Covered
SB-RFILE-027	Covered	core-covered	Covered
SB-RFILE-028	Covered	core-covered	Covered
SB-RFILE-015	Covered	core-covered	Covered
SB-RFILE-036	Covered	core-covered	Covered
SB-RFILE-016	Covered	core-covered	Covered
SB-RFILE-017	Covered	core-covered	Covered
SB-RFILE-029	Covered	core-covered	Covered
SB-RFILE-030	Covered	core-covered	Covered
SB-RFILE-031	Covered	core-covered	Covered
SB-RFILE-032	Covered	core-covered	Covered
SB-RFILE-033	Covered	core-covered	Covered
SB-RFILE-018	Covered	core-covered	Covered
SB-RFILE-019	Covered	core-covered	Covered
SB-RFILE-020	Covered	core-covered	Covered
SB-RFILE-034	Covered	core-covered	Covered
SB-RFILE-035	Covered	core-covered	Covered
SB-RFILE-021	Covered	core-covered	Covered
SB-RFILE-022	Not required	not-required-rationale	Not required (rationale required)
SB-RFILE-023	Not required	not-required-rationale	Not required (rationale required)
SB-RFILE-024	Not required	not-required-rationale	Not required (rationale required)
SB-HDFS-001	Covered	core-covered	Covered
SB-HDFS-002	Covered	core-covered	Covered
SB-HDFS-003	Covered	core-covered	Covered
SB-HDFS-004	Covered	core-covered	Covered
SB-HDFS-005	Covered	core-covered	Covered
SB-HDFS-006	Covered	core-covered	Covered
SB-HDFS-007	Covered	core-covered	Covered
SB-HDFS-008	Covered	core-covered	Covered
SB-HDFS-009	Covered	core-covered	Covered
SB-HDFS-010	Covered	core-covered	Covered
SB-HDFS-015	Covered	core-covered	Covered
SB-HDFS-016	Covered	core-covered	Covered
SB-HDFS-017	Covered	core-covered	Covered
SB-HDFS-018	Covered	core-covered	Covered
SB-HDFS-011	Covered	core-covered	Covered
SB-HDFS-019	Covered	core-covered	Covered
SB-HDFS-020	Covered	core-covered	Covered
SB-HDFS-021	Covered	core-covered	Covered
SB-HDFS-022	Covered	core-covered	Covered
SB-HDFS-012	Covered	core-covered	Covered
SB-HDFS-023	Covered	core-covered	Covered
SB-HDFS-024	Covered	core-covered	Covered
SB-HDFS-025	Covered	core-covered	Covered
SB-HDFS-026	Covered	core-covered	Covered
SB-HDFS-013	Covered	core-covered	Covered
SB-HDFS-014	Covered	core-covered	Covered
SB-LOG-001	Covered	core-covered	Covered
SB-LOG-002	Covered	core-covered	Covered
SB-LOG-003	Covered	core-covered	Covered
SB-ERR-001	Covered	core-covered	Covered
SB-ERR-002	Covered	core-covered	Covered
SB-ERR-003	Approved divergence	core-approved-divergence	Intentional divergence (approval required)
SB-ERR-004	Covered	core-covered	Covered
SB-ERR-005	Covered	core-covered	Covered
SB-ERR-006	Covered	core-covered	Covered
SB-ERR-007	Covered	core-covered	Covered
SB-ERR-008	Covered	core-covered	Covered
SB-ERR-009	Covered	core-covered	Covered
SB-ERR-010	Covered	core-covered	Covered
SB-ERR-011	Covered	core-covered	Covered
SB-ERR-012	Not required	not-required-rationale	Not required (rationale required)
SB-ERR-013	Not required	not-required-rationale	Not required (rationale required)
SB-ERR-014	Covered	core-covered	Covered
SB-ERR-015	Not required	not-required-rationale	Not required (rationale required)
SB-ERR-016	Covered	core-covered	Covered
SB-CPP-001	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-015	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-002	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-016	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-017	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-018	Optional	optional-legacy-cxx	Missing C ABI
SB-CPP-003	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-019	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-020	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-004	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-021	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-022	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-005	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-023	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-024	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-025	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-026	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-027	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-028	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-029	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-006	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-030	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-031	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-032	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-033	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-034	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-007	Optional	optional-legacy-cxx	Behavior mismatch
SB-CPP-035	Optional	optional-legacy-cxx	Behavior mismatch
